caption	image
Functional connectivity matrix for motor task	156334_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	204319_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	102311_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	209935_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	141422_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	124624_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	700634_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	110613_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	274542_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	195849_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	175439_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	568963_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	208327_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	192237_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	163129_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	635245_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	209329_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	453441_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	168341_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	485757_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	300719_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	194140_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	136126_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	378756_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	197348_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	186545_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	309636_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	231928_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	618952_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	162228_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	172130_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	148032_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	106521_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	136126_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	214423_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	555954_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	395251_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	181131_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	461743_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	176441_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	297655_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	198350_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	197348_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	715647_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	148335_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	136227_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	137229_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	121921_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	130821_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	250427_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	677968_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	112112_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	129028_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	141826_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	177241_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	424939_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	197550_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	139839_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	193239_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	153833_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	114217_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	120515_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	182436_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	122822_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	143830_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	524135_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	108525_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	679568_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	172433_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	135932_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	202113_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	365343_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	615744_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	500222_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	180533_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	151425_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	111009_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	201414_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	108525_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	656657_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	164131_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	136631_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	186141_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	308331_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	151627_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	125222_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	153631_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	250932_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	182032_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	176542_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	548250_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	295146_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	202113_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	205220_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	151930_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	289555_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	116221_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	566454_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	183741_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	694362_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	553344_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	239136_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	140925_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	146937_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	573249_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	393550_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	205220_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	164030_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	206525_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	103010_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	725751_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	163432_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	160123_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	111211_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	299154_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	144731_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	208125_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	213522_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	208024_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	115320_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	109830_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	196346_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	178748_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	164939_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	599065_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	707749_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	536647_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	202719_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	135124_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	152427_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	165638_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	137128_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	379657_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	189349_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	149337_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	124826_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	171734_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	138837_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	217126_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	150928_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	737960_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	131924_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	627549_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	204319_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	104416_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	126628_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	436239_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	149539_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	199150_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	172938_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	732243_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	355239_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	341834_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	123521_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	158540_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	151829_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	154532_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	249947_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	429040_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	118124_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	467351_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	406836_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	176845_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	177645_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	122317_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	647858_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	115724_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	178243_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	599065_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	122822_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	744553_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	281135_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	151021_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	555651_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	144428_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	101006_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	138332_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	100408_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	163836_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	587664_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	103010_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	135124_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	155635_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	170631_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	192237_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	126426_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	114419_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	121618_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	567052_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	393550_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	552241_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	297655_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	204218_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	214524_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	211619_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	130013_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	397861_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	361234_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	122620_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	224022_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	672756_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	516742_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	686969_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	146937_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	453441_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	348545_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	519647_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	131217_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	118831_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	165638_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	115219_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	231928_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	686969_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	147737_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	112112_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	317332_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	309636_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	387959_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	664757_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	116221_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	390645_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	744553_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	141826_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	387959_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	709551_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	529549_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	540436_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	728454_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	199251_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	715041_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	634748_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	194140_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	195445_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	616645_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	558960_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	352132_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	194746_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	114823_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	131924_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	167743_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	112314_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	585256_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	191033_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	376247_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	137229_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	361234_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	208125_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	146331_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	153126_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	298051_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	206828_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	101309_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	677766_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	397760_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	163432_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	167440_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	102614_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	545345_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	531536_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	304020_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	178748_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	433839_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	101107_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	180836_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	172433_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	185038_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	133019_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	102109_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	156233_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	122418_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	168240_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	175237_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	360030_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	346945_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	192540_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	690152_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	255740_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	657659_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	187850_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	585256_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	130619_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	224022_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	165032_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	144832_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	141119_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	318637_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	172534_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	119732_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	713239_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	108323_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	133019_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	579665_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	146735_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	601127_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	304727_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	709551_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	664757_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	499566_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	397154_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	233326_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	152225_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	178243_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	155938_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	701535_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	644246_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	559053_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	146129_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	727553_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	130316_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	497865_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	355239_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	122620_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	209228_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	567961_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	120212_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	164636_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	147636_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	188448_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	308129_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	685058_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	525541_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	654552_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	175742_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	102614_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	121921_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	689470_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	680957_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	200109_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	210112_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	138332_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	572045_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	206727_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	393247_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	127226_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	298051_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	617748_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	105115_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	397861_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	219231_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	314225_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	104820_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	158843_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	139233_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	609143_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	164636_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	128935_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	154229_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	214726_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	213522_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	128026_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	667056_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	121416_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	132017_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	123925_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	201111_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	131823_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	211922_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	103818_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	249947_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	660951_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	149539_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	143224_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	172029_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	219231_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	250932_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	130821_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	129937_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	114924_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	113619_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	199958_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	136833_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	571144_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	173435_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	144731_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	118932_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	729254_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	151728_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	365343_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	541943_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	193845_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	689470_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	329440_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	361941_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	201515_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	118831_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	414229_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	378756_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	130013_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	154734_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	138231_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	558657_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	115017_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	138837_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	318637_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	381038_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	555348_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	178950_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	106016_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	161832_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	500222_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	356948_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	283543_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	448347_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	200513_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	397760_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	720337_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	153934_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	715950_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	177746_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	137633_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	581450_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	475855_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	168139_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	285446_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	110613_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	463040_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	123521_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	628248_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	173839_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	530635_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	149842_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	105014_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	151526_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	102008_tfMRI_MOTOR_LR 
